timestamp,symbol,price,market_cap,total_volume,price_change_pct_24h,market_cap_change_pct_24h
12:09:00.377,wbtc,106823,13769802954,170218081,-0.42058,-0.47038
12:09:00.377,hype,36.8,12292581498,271240377,-1.64222,-1.63972
12:09:00.377,bch,494.96,9855069105,361868995,0.03269,0.16769
12:09:00.377,sui,2.66,9031923451,857189485,-0.07754,-0.34833
12:09:00.377,link,13.04,8840901511,267218476,-1.03308,-1.25287
12:09:00.377,leo,9.03,8339347306,2355232,0.44843,0.47992
12:09:00.377,avax,17.46,7374054340,237017828,0.3542,0.20212
12:09:00.377,xlm,0.23437,7316288383,108101512,-1.832,-1.82148
12:09:00.377,ton,2.84,6997378130,102206033,0.30216,0.22823
12:09:00.377,wbt,47.15,6795835507,33915693,-0.50534,-0.60281
12:09:00.377,shib,1.122e-05,6615865887,106153616,-1.83458,-2.00478
12:09:00.377,weth,2446.19,6614093312,47846362,-0.11351,0.14569
12:09:00.377,ltc,84.4,6413280107,264642938,-0.60603,-0.79301
12:09:00.377,weeth,2619.12,6361711548,10403349,-0.17247,-0.25017
12:09:00.377,hbar,0.14527,6155884668,151561214,-0.21949,-0.20778
12:09:00.377,xmr,307.67,5654880417,80145182,-2.80858,-2.83368
12:09:00.377,bgb,4.6,5382304345,114622231,3.46833,3.62042
12:09:00.377,dot,3.31,5038426173,143611197,-0.47541,-0.51673
12:09:00.377,pi,0.555354,4218011970,146515520,-2.79961,-2.07381
12:09:00.377,uni,6.88,4130563388,368174602,-0.90713,-1.0796
